suicides_no,year,country,sex,population,suicides/100k pop
19,1990,New Zealand,F,278500,6.82
17,1990,New Zealand,F,261400,6.5
6,1990,New Zealand,F,95600,6.28
2,1990,New Zealand,M,257900,0.78
109,1991,New Zealand,M,285900,38.13
95,1991,New Zealand,M,277700,34.21
17,1991,New Zealand,M,58300,29.16
110,1991,New Zealand,M,428300,25.68
45,1991,New Zealand,M,252700,17.81
40,1991,New Zealand,F,433300,9.23
18,1991,New Zealand,F,271400,6.63
19,1991,New Zealand,F,288800,6.58
16,1991,New Zealand,F,289300,5.53
4,1991,New Zealand,M,265700,1.51
1,1991,New Zealand,F,98700,1.01
112,1992,New Zealand,M,284800,39.33
98,1992,New Zealand,M,278400,35.2
67,1992,New Zealand,M,254700,26.31
15,1992,New Zealand,M,60000,25.0
101,1992,New Zealand,M,440400,22.93
22,1992,New Zealand,F,272600,8.07
35,1992,New Zealand,F,445300,7.86
17,1992,New Zealand,F,286500,5.93
6,1992,New Zealand,F,101700,5.9
15,1992,New Zealand,F,290000,5.17
4,1992,New Zealand,M,267200,1.5
1,1992,New Zealand,F,254000,0.39
110,1993,New Zealand,M,282600,38.92
78,1993,New Zealand,M,279500,27.91
15,1993,New Zealand,M,61000,24.59
95,1993,New Zealand,M,452700,20.99
49,1993,New Zealand,M,257600,19.02
27,1993,New Zealand,F,291800,9.25
18,1993,New Zealand,F,274500,6.56
28,1993,New Zealand,F,458200,6.11
16,1993,New Zealand,F,282900,5.66
4,1993,New Zealand,F,104200,3.84
2,1993,New Zealand,M,271200,0.74
1,1993,New Zealand,F,257000,0.39
111,1994,New Zealand,M,280300,39.6
22,1994,New Zealand,M,62200,35.37
93,1994,New Zealand,M,281200,33.07
76,1994,New Zealand,M,261200,29.1
102,1994,New Zealand,M,466900,21.85
26,1994,New Zealand,F,279500,9.3
9,1994,New Zealand,F,106200,8.47
23,1994,New Zealand,F,294100,7.82
16,1994,New Zealand,F,277300,5.77
27,1994,New Zealand,F,472900,5.71
5,1994,New Zealand,M,276200,1.81
2,1994,New Zealand,F,261500,0.76
123,1995,New Zealand,M,278900,44.1
96,1995,New Zealand,M,283000,33.92
19,1995,New Zealand,M,64300,29.55
123,1995,New Zealand,M,481700,25.53
64,1995,New Zealand,M,264900,24.16
34,1995,New Zealand,F,276400,12.3
9,1995,New Zealand,F,109500,8.22
36,1995,New Zealand,F,488300,7.37
20,1995,New Zealand,F,296900,6.74
15,1995,New Zealand,F,279800,5.36
4,1995,New Zealand,M,282500,1.42
2,1995,New Zealand,F,267600,0.75
121,1996,New Zealand,M,285400,42.4
105,1996,New Zealand,M,277900,37.78
19,1996,New Zealand,M,66500,28.57
68,1996,New Zealand,M,269300,25.25
112,1996,New Zealand,M,496800,22.54
38,1996,New Zealand,F,273100,13.91
21,1996,New Zealand,F,300200,7.0
31,1996,New Zealand,F,504300,6.15
13,1996,New Zealand,F,283300,4.59
5,1996,New Zealand,F,112700,4.44
4,1996,New Zealand,F,273800,1.46
3,1996,New Zealand,M,289200,1.04
124,1997,New Zealand,M,283300,43.77
113,1997,New Zealand,M,275100,41.08
19,1997,New Zealand,M,68800,27.62
120,1997,New Zealand,M,508800,23.58
60,1997,New Zealand,M,272800,21.99
29,1997,New Zealand,F,267800,10.83
30,1997,New Zealand,F,299300,10.02
42,1997,New Zealand,F,518000,8.11
5,1997,New Zealand,F,115700,4.32
12,1997,New Zealand,F,286000,4.2
5,1997,New Zealand,M,295200,1.69
3,1997,New Zealand,F,279400,1.07
109,1998,New Zealand,M,278300,39.17
104,1998,New Zealand,M,272800,38.12
20,1998,New Zealand,M,71400,28.01
70,1998,New Zealand,M,276300,25.33
130,1998,New Zealand,M,521600,24.92
35,1998,New Zealand,F,263700,13.27
25,1998,New Zealand,F,295400,8.46
45,1998,New Zealand,F,532900,8.44
17,1998,New Zealand,F,288900,5.88
6,1998,New Zealand,F,118800,5.05
9,1998,New Zealand,M,299400,3.01
4,1998,New Zealand,F,283300,1.41
106,1999,New Zealand,M,275910,38.42
83,1999,New Zealand,M,267510,31.03
18,1999,New Zealand,M,74230,24.25
125,1999,New Zealand,M,533840,23.42
50,1999,New Zealand,M,282950,17.67
37,1999,New Zealand,F,262170,14.11
50,1999,New Zealand,F,548710,9.11
20,1999,New Zealand,F,294350,6.79
15,1999,New Zealand,F,295670,5.07
6,1999,New Zealand,F,122450,4.9
3,1999,New Zealand,F,288000,1.04
3,1999,New Zealand,M,303510,0.99
105,2000,New Zealand,M,270430,38.83
81,2000,New Zealand,M,266610,30.38
113,2000,New Zealand,M,540160,20.92
16,2000,New Zealand,M,77050,20.77
57,2000,New Zealand,M,287820,19.8
21,2000,New Zealand,F,290740,7.22
15,2000,New Zealand,F,261330,5.74
30,2000,New Zealand,F,558340,5.37
12,2000,New Zealand,F,300560,3.99
4,2000,New Zealand,F,125530,3.19
3,2000,New Zealand,M,305390,0.98
1,2000,New Zealand,F,289730,0.35
92,2001,New Zealand,M,264130,34.83
87,2001,New Zealand,M,269420,32.29
25,2001,New Zealand,M,80070,31.22
130,2001,New Zealand,M,544420,23.88
54,2001,New Zealand,M,294430,18.34
29,2001,New Zealand,F,284680,10.19
23,2001,New Zealand,F,263730,8.72
9,2001,New Zealand,F,128740,6.99
39,2001,New Zealand,F,565790,6.89
17,2001,New Zealand,F,307490,5.53
2,2001,New Zealand,F,289760,0.69
1,2001,New Zealand,M,306430,0.33
82,2002,New Zealand,M,263160,31.16
131,2002,New Zealand,M,550840,23.78
66,2002,New Zealand,M,280450,23.53
59,2002,New Zealand,M,304480,19.38
16,2002,New Zealand,M,83290,19.21
30,2002,New Zealand,F,271530,11.05
26,2002,New Zealand,F,282330,9.21
39,2002,New Zealand,F,573790,6.8
13,2002,New Zealand,F,317610,4.09
5,2002,New Zealand,F,131060,3.82
27,2003,New Zealand,M,86840,31.09
80,2003,New Zealand,M,264090,30.29
143,2003,New Zealand,M,558950,25.58
66,2003,New Zealand,M,292920,22.53
58,2003,New Zealand,M,314200,18.46
31,2003,New Zealand,F,281350,11.02
56,2003,New Zealand,F,583610,9.6
11,2003,New Zealand,F,133600,8.23
22,2003,New Zealand,F,281770,7.81
20,2003,New Zealand,F,327420,6.11
4,2003,New Zealand,M,310850,1.29
1,2003,New Zealand,F,293820,0.34
28,2004,New Zealand,M,89210,31.39
76,2004,New Zealand,M,265490,28.63
83,2004,New Zealand,M,296450,28.0
133,2004,New Zealand,M,569570,23.35
58,2004,New Zealand,M,325010,17.85
30,2004,New Zealand,F,289050,10.38
19,2004,New Zealand,F,285690,6.65
38,2004,New Zealand,F,599380,6.34
20,2004,New Zealand,F,338890,5.9
4,2004,New Zealand,F,135340,2.96
4,2004,New Zealand,M,312260,1.28
2,2004,New Zealand,F,296170,0.68
86,2005,New Zealand,M,264490,32.52
84,2005,New Zealand,M,300360,27.97
138,2005,New Zealand,M,576380,23.94
16,2005,New Zealand,M,92350,17.33
58,2005,New Zealand,M,335140,17.31
26,2005,New Zealand,F,284850,9.13
24,2005,New Zealand,F,294110,8.16
49,2005,New Zealand,F,608650,8.05
9,2005,New Zealand,F,137460,6.55
22,2005,New Zealand,F,349600,6.29
2,2005,New Zealand,F,294940,0.68
95,2006,New Zealand,M,305250,31.12
72,2006,New Zealand,M,263090,27.37
136,2006,New Zealand,M,584130,23.28
69,2006,New Zealand,M,344980,20.0
14,2006,New Zealand,M,95930,14.59
28,2006,New Zealand,F,283300,9.88
52,2006,New Zealand,F,619730,8.39
24,2006,New Zealand,F,299490,8.01
23,2006,New Zealand,F,360390,6.38
8,2006,New Zealand,F,139990,5.71
4,2006,New Zealand,F,293570,1.36
2,2006,New Zealand,M,308750,0.65
80,2007,New Zealand,M,262570,30.47
150,2007,New Zealand,M,588830,25.47
23,2007,New Zealand,M,99040,23.22
70,2007,New Zealand,M,309990,22.58
52,2007,New Zealand,M,354950,14.65
55,2007,New Zealand,F,627060,8.77
23,2007,New Zealand,F,302660,7.6
14,2007,New Zealand,F,281170,4.98
7,2007,New Zealand,F,142060,4.93
18,2007,New Zealand,F,371080,4.85
1,2007,New Zealand,F,290770,0.34
1,2007,New Zealand,M,305270,0.33
70,2008,New Zealand,M,263560,26.56
83,2008,New Zealand,M,314500,26.39
139,2008,New Zealand,M,590880,23.52
69,2008,New Zealand,M,365500,18.88
18,2008,New Zealand,M,101730,17.69
38,2008,New Zealand,F,304640,12.47
52,2008,New Zealand,F,631720,8.23
18,2008,New Zealand,F,280380,6.42
22,2008,New Zealand,F,381910,5.76
6,2008,New Zealand,F,144290,4.16
3,2008,New Zealand,F,287370,1.04
2,2008,New Zealand,M,301970,0.66
94,2009,New Zealand,M,320230,29.35
144,2009,New Zealand,M,591800,24.33
64,2009,New Zealand,M,267390,23.94
25,2009,New Zealand,M,104540,23.91
61,2009,New Zealand,M,376390,16.21
20,2009,New Zealand,F,281930,7.09
21,2009,New Zealand,F,307230,6.84
42,2009,New Zealand,F,634540,6.62
23,2009,New Zealand,F,393990,5.84
8,2009,New Zealand,F,146230,5.47
6,2009,New Zealand,M,300000,2.0
4,2009,New Zealand,F,285710,1.4
155,2010,New Zealand,M,591000,26.23
65,2010,New Zealand,M,272460,23.86
77,2010,New Zealand,M,326870,23.56
20,2010,New Zealand,M,107610,18.59
67,2010,New Zealand,M,387900,17.27
35,2010,New Zealand,F,310690,11.27
30,2010,New Zealand,F,285250,10.52
51,2010,New Zealand,F,635970,8.02
9,2010,New Zealand,F,148370,6.07
21,2010,New Zealand,F,406770,5.16
3,2010,New Zealand,F,284090,1.06
3,2010,New Zealand,M,298490,1.01
96,2011,New Zealand,M,330920,29.01
70,2011,New Zealand,M,277600,25.22
129,2011,New Zealand,M,586950,21.98
19,2011,New Zealand,M,110720,17.16
60,2011,New Zealand,M,399890,15.0
33,2011,New Zealand,F,311490,10.59
19,2011,New Zealand,F,288510,6.59
34,2011,New Zealand,F,633580,5.37
8,2011,New Zealand,F,150850,5.3
19,2011,New Zealand,F,419820,4.53
3,2011,New Zealand,F,283270,1.06
3,2011,New Zealand,M,296860,1.01
107,2012,New Zealand,M,331070,32.32
151,2012,New Zealand,M,581830,25.95
60,2012,New Zealand,M,283640,21.15
24,2012,New Zealand,M,114250,21.01
55,2012,New Zealand,M,411660,13.36
41,2012,New Zealand,F,310390,13.21
12,2012,New Zealand,F,153580,7.81
48,2012,New Zealand,F,629670,7.62
22,2012,New Zealand,F,291540,7.55
17,2012,New Zealand,F,432800,3.93
7,2012,New Zealand,M,297240,2.35
5,2012,New Zealand,F,283200,1.77
140,2013,New Zealand,M,583390,24.0
75,2013,New Zealand,M,319330,23.49
26,2013,New Zealand,M,113910,22.83
51,2013,New Zealand,M,264840,19.26
74,2013,New Zealand,M,424590,17.43
37,2013,New Zealand,F,308050,12.01
63,2013,New Zealand,F,635060,9.92
21,2013,New Zealand,F,283720,7.4
19,2013,New Zealand,F,447810,4.24
5,2013,New Zealand,F,152240,3.28
2,2013,New Zealand,F,291080,0.69
8,2010,Nicaragua,M,45706,17.5
82,2010,Nicaragua,M,477796,17.16
73,2010,Nicaragua,M,524715,13.91
83,2010,Nicaragua,M,614837,13.5
23,2010,Nicaragua,M,199900,11.51
33,2010,Nicaragua,F,594335,5.55
15,2010,Nicaragua,F,497514,3.01
18,2010,Nicaragua,F,599881,3.0
4,2010,Nicaragua,F,238978,1.67
7,2010,Nicaragua,F,609040,1.15
5,2010,Nicaragua,M,642002,0.78
82,2011,Nicaragua,M,490946,16.7
7,2011,Nicaragua,M,47848,14.63
88,2011,Nicaragua,M,615256,14.3
29,2011,Nicaragua,M,208944,13.88
61,2011,Nicaragua,M,539194,11.31
54,2011,Nicaragua,F,593303,9.1
13,2011,Nicaragua,F,508442,2.56
6,2011,Nicaragua,F,250720,2.39
11,2011,Nicaragua,F,616933,1.78
9,2011,Nicaragua,F,603810,1.49
9,2011,Nicaragua,M,637235,1.41
74,2012,Nicaragua,M,503628,14.69
73,2012,Nicaragua,M,615327,11.86
24,2012,Nicaragua,M,218891,10.96
53,2012,Nicaragua,M,554382,9.56
4,2012,Nicaragua,M,49926,8.01
42,2012,Nicaragua,F,591526,7.1
17,2012,Nicaragua,F,518676,3.28
12,2012,Nicaragua,F,634573,1.89
4,2012,Nicaragua,F,263316,1.52
1,2012,Nicaragua,F,67819,1.47
6,2012,Nicaragua,F,599655,1.0
6,2012,Nicaragua,M,633724,0.95
83,2013,Nicaragua,M,515416,16.1
33,2013,Nicaragua,M,229411,14.38
85,2013,Nicaragua,M,615015,13.82
68,2013,Nicaragua,M,570472,11.92
6,2013,Nicaragua,M,51968,11.55
38,2013,Nicaragua,F,589004,6.45
15,2013,Nicaragua,F,652953,2.3
10,2013,Nicaragua,F,527875,1.89
10,2013,Nicaragua,F,596571,1.68
2,2013,Nicaragua,F,276506,0.72
1,2013,Nicaragua,M,631355,0.16
73,2014,Nicaragua,M,525741,13.89
29,2014,Nicaragua,M,240048,12.08
67,2014,Nicaragua,M,587734,11.4
65,2014,Nicaragua,M,614142,10.58
4,2014,Nicaragua,M,54010,7.41
31,2014,Nicaragua,F,585711,5.29
16,2014,Nicaragua,F,535623,2.99
2,2014,Nicaragua,F,73073,2.74
6,2014,Nicaragua,F,289927,2.07
12,2014,Nicaragua,F,594338,2.02
3,2014,Nicaragua,M,629806,0.48
3,2014,Nicaragua,F,672271,0.45
7,2015,Nicaragua,M,56061,12.49
65,2015,Nicaragua,M,534310,12.17
68,2015,Nicaragua,M,612707,11.1
67,2015,Nicaragua,M,606317,11.05
18,2015,Nicaragua,M,250532,7.18
41,2015,Nicaragua,F,581787,7.05
19,2015,Nicaragua,F,541679,3.51
14,2015,Nicaragua,F,692648,2.02
4,2015,Nicaragua,F,303372,1.32
7,2015,Nicaragua,F,592557,1.18
5,2015,Nicaragua,M,628588,0.8
137,1986,Norway,M,500900,27.35
86,1986,Norway,M,318200,27.03
101,1986,Norway,M,383100,26.36
69,1986,Norway,M,336000,20.54
19,1986,Norway,M,102800,18.48
67,1986,Norway,F,480100,13.96
56,1986,Norway,F,430100,13.02
10,1986,Norway,F,173700,5.76
15,1986,Norway,F,303600,4.94
12,1986,Norway,F,320000,3.75
7,1986,Norway,M,288100,2.43
35,1987,Norway,M,105000,33.33
125,1987,Norway,M,379500,32.94
94,1987,Norway,M,321100,29.27
149,1987,Norway,M,511400,29.14
80,1987,Norway,M,339300,23.58
54,1987,Norway,F,426400,12.66
60,1987,Norway,F,489000,12.27
29,1987,Norway,F,305900,9.48
12,1987,Norway,F,322900,3.72
6,1987,Norway,F,178600,3.36
3,1987,Norway,M,281600,1.07
2,1987,Norway,F,268800,0.74
36,1988,Norway,M,106900,33.68
102,1988,Norway,M,324400,31.44
163,1988,Norway,M,523400,31.14
113,1988,Norway,M,375200,30.12
91,1988,Norway,M,341500,26.65
70,1988,Norway,F,499700,14.01
55,1988,Norway,F,421700,13.04
36,1988,Norway,F,308000,11.69
14,1988,Norway,F,182300,7.68
21,1988,Norway,F,324100,6.48
5,1988,Norway,M,276000,1.81
2,1988,Norway,F,263400,0.76
41,1989,Norway,M,108700,37.72
162,1989,Norway,M,535000,30.28
106,1989,Norway,M,370500,28.61
88,1989,Norway,M,339300,25.94
83,1989,Norway,M,327000,25.38
55,1989,Norway,F,416200,13.21
34,1989,Norway,F,310100,10.96
53,1989,Norway,F,511100,10.37
15,1989,Norway,F,185600,8.08
20,1989,Norway,F,322400,6.2
2,1989,Norway,F,258500,0.77
1,1989,Norway,M,271400,0.37
125,1990,Norway,M,365800,34.17
34,1990,Norway,M,110100,30.88
159,1990,Norway,M,546500,29.09
92,1990,Norway,M,329000,27.96
74,1990,Norway,M,334200,22.14
55,1990,Norway,F,410600,13.4
62,1990,Norway,F,522500,11.87
15,1990,Norway,F,188700,7.95
20,1990,Norway,F,318800,6.27
19,1990,Norway,F,311900,6.09
4,1990,Norway,M,268100,1.49
120,1991,Norway,M,361500,33.2
162,1991,Norway,M,558800,28.99
31,1991,Norway,M,111400,27.83
92,1991,Norway,M,331500,27.75
90,1991,Norway,M,328700,27.38
60,1991,Norway,F,405400,14.8
57,1991,Norway,F,534500,10.66
19,1991,Norway,F,191900,9.9
25,1991,Norway,F,313900,7.96
14,1991,Norway,F,314100,4.46
4,1991,Norway,M,267100,1.5
1,1991,Norway,F,253800,0.39
36,1992,Norway,M,113200,31.8
91,1992,Norway,M,322300,28.23
98,1992,Norway,M,358100,27.37
142,1992,Norway,M,570900,24.87
78,1992,Norway,M,335000,23.28
68,1992,Norway,F,546600,12.44
43,1992,Norway,F,400400,10.74
18,1992,Norway,F,195400,9.21
21,1992,Norway,F,316800,6.63
16,1992,Norway,F,308300,5.19
4,1992,Norway,M,268100,1.49
1,1992,Norway,F,254700,0.39
42,1993,Norway,M,114900,36.55
162,1993,Norway,M,582800,27.8
85,1993,Norway,M,338500,25.11
86,1993,Norway,M,355100,24.22
69,1993,Norway,M,315200,21.89
39,1993,Norway,F,395900,9.85
19,1993,Norway,F,198800,9.56
24,1993,Norway,F,320500,7.49
39,1993,Norway,F,558100,6.99
18,1993,Norway,F,302000,5.96
5,1993,Norway,M,271000,1.85
2,1993,Norway,F,257700,0.78
84,1994,Norway,M,341700,24.58
131,1994,Norway,M,594400,22.04
25,1994,Norway,M,116200,21.51
64,1994,Norway,M,307600,20.81
69,1994,Norway,M,353600,19.51
47,1994,Norway,F,393000,11.96
53,1994,Norway,F,569000,9.31
26,1994,Norway,F,324400,8.01
11,1994,Norway,F,201400,5.46
13,1994,Norway,F,295400,4.4
6,1994,Norway,M,275100,2.18
2,1994,Norway,F,261500,0.76
94,1995,Norway,M,351900,26.71
29,1995,Norway,M,118700,24.43
137,1995,Norway,M,604700,22.66
68,1995,Norway,M,300400,22.64
76,1995,Norway,M,344100,22.09
58,1995,Norway,F,579000,10.02
33,1995,Norway,F,389500,8.47
16,1995,Norway,F,288900,5.54
11,1995,Norway,F,205500,5.35
17,1995,Norway,F,327600,5.19
7,1995,Norway,M,279700,2.5
2,1995,Norway,F,265900,0.75
37,1996,Norway,M,121700,30.4
82,1996,Norway,M,349700,23.45
80,1996,Norway,M,345900,23.13
62,1996,Norway,M,293600,21.12
122,1996,Norway,M,614800,19.84
48,1996,Norway,F,588700,8.15
29,1996,Norway,F,384700,7.54
22,1996,Norway,F,330400,6.66
16,1996,Norway,F,282700,5.66
10,1996,Norway,F,210300,4.76
6,1996,Norway,M,284800,2.11
3,1996,Norway,F,270700,1.11
46,1997,Norway,M,123900,37.13
90,1997,Norway,M,349500,25.75
133,1997,Norway,M,624300,21.3
58,1997,Norway,M,287200,20.19
57,1997,Norway,M,347800,16.39
65,1997,Norway,F,597800,10.87
30,1997,Norway,F,382000,7.85
26,1997,Norway,F,333300,7.8
12,1997,Norway,F,214100,5.6
13,1997,Norway,F,276800,4.7
3,1997,Norway,M,290100,1.03
93,1998,Norway,M,349300,26.62
67,1998,Norway,M,282300,23.73
77,1998,Norway,M,352100,21.87
132,1998,Norway,M,632200,20.88
25,1998,Norway,M,126100,19.83
40,1998,Norway,F,382100,10.47
54,1998,Norway,F,605700,8.92
21,1998,Norway,F,272000,7.72
23,1998,Norway,F,335200,6.86
11,1998,Norway,F,217100,5.07
5,1998,Norway,M,295200,1.69
79,1999,Norway,M,278738,28.34
99,1999,Norway,M,357547,27.69
91,1999,Norway,M,349023,26.07
135,1999,Norway,M,639018,21.13
25,1999,Norway,M,127946,19.54
61,1999,Norway,F,612468,9.96
24,1999,Norway,F,268442,8.94
27,1999,Norway,F,335741,8.04
27,1999,Norway,F,385118,7.01
13,1999,Norway,F,219316,5.93
1,1999,Norway,F,285484,0.35
1,1999,Norway,M,300904,0.33
70,2000,Norway,M,276727,25.3
80,2000,Norway,M,336252,23.79
151,2000,Norway,M,644550,23.43
77,2000,Norway,M,365883,21.04
27,2000,Norway,M,129167,20.9
27,2000,Norway,F,323870,8.34
50,2000,Norway,F,617821,8.09
29,2000,Norway,F,390859,7.42
12,2000,Norway,F,220497,5.44
14,2000,Norway,F,265784,5.27
4,2000,Norway,M,306438,1.31
39,2001,Norway,M,130190,29.96
90,2001,Norway,M,376658,23.89
145,2001,Norway,M,647594,22.39
76,2001,Norway,M,341767,22.24
61,2001,Norway,M,276255,22.08
64,2001,Norway,F,620966,10.31
20,2001,Norway,F,264797,7.55
29,2001,Norway,F,399140,7.27
18,2001,Norway,F,330804,5.44
7,2001,Norway,F,221223,3.16
36,2002,Norway,M,130772,27.53
74,2002,Norway,M,335566,22.05
85,2002,Norway,M,388778,21.86
116,2002,Norway,M,650114,17.84
49,2002,Norway,M,277736,17.64
40,2002,Norway,F,408933,9.78
46,2002,Norway,F,624015,7.37
23,2002,Norway,F,326338,7.05
15,2002,Norway,F,266365,5.63
8,2002,Norway,F,221235,3.62
2,2002,Norway,M,315265,0.63
70,2003,Norway,M,328978,21.28
58,2003,Norway,M,280898,20.65
27,2003,Norway,M,131312,20.56
134,2003,Norway,M,654050,20.49
79,2003,Norway,M,400293,19.74
30,2003,Norway,F,418033,7.18
45,2003,Norway,F,629033,7.15
22,2003,Norway,F,321320,6.85
17,2003,Norway,F,269608,6.31
11,2003,Norway,F,220907,4.98
6,2003,Norway,M,317824,1.89
3,2003,Norway,F,300868,1.0
29,2004,Norway,M,132357,21.91
138,2004,Norway,M,659148,20.94
58,2004,Norway,M,285070,20.35
59,2004,Norway,M,322017,18.32
75,2004,Norway,M,411352,18.23
73,2004,Norway,F,635240,11.49
41,2004,Norway,F,426811,9.61
20,2004,Norway,F,273419,7.31
20,2004,Norway,F,315751,6.33
13,2004,Norway,F,220877,5.89
3,2004,Norway,F,301536,0.99
73,2005,Norway,M,316562,23.06
135,2005,Norway,M,665154,20.3
25,2005,Norway,M,133579,18.72
73,2005,Norway,M,422027,17.3
50,2005,Norway,M,290219,17.23
33,2005,Norway,F,311116,10.61
62,2005,Norway,F,641651,9.66
42,2005,Norway,F,435604,9.64
20,2005,Norway,F,278355,7.19
15,2005,Norway,F,221019,6.79
4,2005,Norway,M,318304,1.26
1,2005,Norway,F,301502,0.33
34,2006,Norway,M,134769,25.23
68,2006,Norway,M,296501,22.93
90,2006,Norway,M,432581,20.81
63,2006,Norway,M,312881,20.14
135,2006,Norway,M,672675,20.07
61,2006,Norway,F,648666,9.4
35,2006,Norway,F,443984,7.88
21,2006,Norway,F,307388,6.83
18,2006,Norway,F,283975,6.34
6,2006,Norway,F,220894,2.72
1,2006,Norway,M,317159,0.32
31,2007,Norway,M,135701,22.84
60,2007,Norway,M,312302,19.21
127,2007,Norway,M,682978,18.6
71,2007,Norway,M,443643,16.0
45,2007,Norway,M,303717,14.82
62,2007,Norway,F,656105,9.45
39,2007,Norway,F,452989,8.61
21,2007,Norway,F,305124,6.88
13,2007,Norway,F,220209,5.9
14,2007,Norway,F,289740,4.83
2,2007,Norway,M,315302,0.63
29,2008,Norway,M,136042,21.32
59,2008,Norway,M,314848,18.74
127,2008,Norway,M,694003,18.3
83,2008,Norway,M,455657,18.22
48,2008,Norway,M,310905,15.44
59,2008,Norway,F,662760,8.9
27,2008,Norway,F,305368,8.84
35,2008,Norway,F,463679,7.55
16,2008,Norway,F,219018,7.31
21,2008,Norway,F,296143,7.09
1,2008,Norway,M,314384,0.32
36,2009,Norway,M,136204,26.43
111,2009,Norway,M,468346,23.7
153,2009,Norway,M,702700,21.77
64,2009,Norway,M,317068,20.18
51,2009,Norway,M,317853,16.05
31,2009,Norway,F,306776,10.11
59,2009,Norway,F,669131,8.82
39,2009,Norway,F,475431,8.2
18,2009,Norway,F,302896,5.94
7,2009,Norway,F,217354,3.22
3,2009,Norway,F,299406,1.0
1,2009,Norway,M,314371,0.32
31,2010,Norway,M,136494,22.71
99,2010,Norway,M,481582,20.56
62,2010,Norway,M,320142,19.37
132,2010,Norway,M,709067,18.62
59,2010,Norway,M,325364,18.13
68,2010,Norway,F,674673,10.08
49,2010,Norway,F,487412,10.05
24,2010,Norway,F,309282,7.76
10,2010,Norway,F,215798,4.63
13,2010,Norway,F,309730,4.2
1,2010,Norway,M,313990,0.32
36,2011,Norway,M,137152,26.25
161,2011,Norway,M,715422,22.5
73,2011,Norway,M,326867,22.33
103,2011,Norway,M,495066,20.81
58,2011,Norway,M,332779,17.43
72,2011,Norway,F,678645,10.61
39,2011,Norway,F,499653,7.81
23,2011,Norway,F,313943,7.33
20,2011,Norway,F,316334,6.32
6,2011,Norway,F,214592,2.8
4,2011,Norway,F,299327,1.34
3,2011,Norway,M,313520,0.96
33,2012,Norway,M,138390,23.85
148,2012,Norway,M,721883,20.5
61,2012,Norway,M,336168,18.15
81,2012,Norway,M,508097,15.94
45,2012,Norway,M,338854,13.28
60,2012,Norway,F,682003,8.8
14,2012,Norway,F,213622,6.55
21,2012,Norway,F,321497,6.53
33,2012,Norway,F,511533,6.45
17,2012,Norway,F,321049,5.3
1,2012,Norway,F,299751,0.33
1,2012,Norway,M,313738,0.32
31,2013,Norway,M,140291,22.1
154,2013,Norway,M,727274,21.17
92,2013,Norway,M,520439,17.68
56,2013,Norway,M,345406,16.21
44,2013,Norway,M,342484,12.85
75,2013,Norway,F,685393,10.94
52,2013,Norway,F,522697,9.95
24,2013,Norway,F,329495,7.28
20,2013,Norway,F,324191,6.17
5,2013,Norway,F,213383,2.34
1,2013,Norway,M,315341,0.32
33,2014,Norway,M,143089,23.06
110,2014,Norway,M,532578,20.65
147,2014,Norway,M,732244,20.08
71,2014,Norway,M,353943,20.06
38,2014,Norway,M,344245,11.04
51,2014,Norway,F,533630,9.56
51,2014,Norway,F,688993,7.4
20,2014,Norway,F,337592,5.92
17,2014,Norway,F,325164,5.23
7,2014,Norway,F,214335,3.27
2,2014,Norway,M,317878,0.63
1,2014,Norway,F,303487,0.33
119,2015,Norway,M,544268,21.86
32,2015,Norway,M,146511,21.84
140,2015,Norway,M,736827,19.0
64,2015,Norway,M,361373,17.71
43,2015,Norway,M,345115,12.46
62,2015,Norway,F,544131,11.39
31,2015,Norway,F,344788,8.99
61,2015,Norway,F,692881,8.8
17,2015,Norway,F,215829,7.88
17,2015,Norway,F,325007,5.23
2,2015,Norway,F,305804,0.65
2,2015,Norway,M,320375,0.62
2,2009,Oman,M,10803,18.51
7,2009,Oman,M,429691,1.63
3,2009,Oman,M,372207,0.81
1,2009,Oman,M,418960,0.24
6,2010,Oman,M,460847,1.3
4,2010,Oman,M,372402,1.07
1,2010,Oman,M,98397,1.02
2,2010,Oman,M,490613,0.41
1,2014,Oman,M,129011,0.78
4,2014,Oman,M,910905,0.44
2,2014,Oman,M,700906,0.29
3,1985,Panama,M,15000,20.0
15,1985,Panama,M,168000,8.93
14,1985,Panama,M,190000,7.37
10,1985,Panama,M,233200,4.29
3,1985,Panama,F,83000,3.61
2,1985,Panama,M,87000,2.3
3,1985,Panama,F,160000,1.88
4,1985,Panama,F,228100,1.75
1,1985,Panama,F,182000,0.55
1,1985,Panama,F,263200,0.38
14,1986,Panama,M,88800,15.77
18,1986,Panama,M,194000,9.28
15,1986,Panama,M,171600,8.74
17,1986,Panama,M,238100,7.14
1,1986,Panama,M,15300,6.54
1,1986,Panama,F,16400,6.1
8,1986,Panama,F,232900,3.43
3,1986,Panama,F,185800,1.61
2,1986,Panama,F,163400,1.22
2,1986,Panama,M,280000,0.71
1,1986,Panama,F,268800,0.37
3,1987,Panama,M,15600,19.23
18,1987,Panama,M,175200,10.27
9,1987,Panama,M,90700,9.92
16,1987,Panama,M,198200,8.07
16,1987,Panama,M,243100,6.58
3,1987,Panama,F,86600,3.46
8,1987,Panama,F,237800,3.36
5,1987,Panama,F,166900,3.0
4,1987,Panama,F,189800,2.11
2,1987,Panama,M,285900,0.7
1,1987,Panama,F,274400,0.36
20,1988,Panama,M,184509,10.84
2,1988,Panama,M,18469,10.83
