suicides_no,year,country,sex,population,suicides/100k pop
1,2012,Cyprus,F,125423,0.8
3,2013,Cyprus,M,21349,14.05
8,2013,Cyprus,M,62893,12.72
10,2013,Cyprus,M,81903,12.21
8,2013,Cyprus,M,70521,11.34
11,2013,Cyprus,M,110593,9.95
4,2013,Cyprus,F,125846,3.18
1,2013,Cyprus,F,86452,1.16
13,2014,Cyprus,M,107823,12.06
8,2014,Cyprus,M,68555,11.67
7,2014,Cyprus,M,82766,8.46
5,2014,Cyprus,F,87152,5.74
4,2014,Cyprus,F,72330,5.53
3,2014,Cyprus,F,59114,5.07
1,2014,Cyprus,M,22372,4.47
2,2014,Cyprus,M,60975,3.28
1,2014,Cyprus,F,122485,0.82
9,2015,Cyprus,M,83627,10.76
7,2015,Cyprus,M,67482,10.37
10,2015,Cyprus,M,106371,9.4
5,2015,Cyprus,M,58308,8.58
3,2015,Cyprus,F,87902,3.41
2,2015,Cyprus,F,70765,2.83
3,2015,Cyprus,F,118975,2.52
1,2015,Cyprus,F,58123,1.72
15,2016,Cyprus,M,106925,14.03
5,2016,Cyprus,M,58051,8.61
2,2016,Cyprus,M,24004,8.33
7,2016,Cyprus,M,85486,8.19
2,2016,Cyprus,M,68167,2.93
3,2016,Cyprus,F,117819,2.55
1,2016,Cyprus,F,71307,1.4
1,2016,Cyprus,F,90294,1.11
198,1990,Czech Republic,M,179200,110.49
385,1990,Czech Republic,M,800800,48.08
571,1990,Czech Republic,M,1421800,40.16
129,1990,Czech Republic,F,364700,35.37
176,1990,Czech Republic,M,713900,24.65
196,1990,Czech Republic,F,1017200,19.27
99,1990,Czech Republic,M,783000,12.64
150,1990,Czech Republic,F,1426600,10.51
53,1990,Czech Republic,F,684200,7.75
34,1990,Czech Republic,F,747900,4.55
5,1990,Czech Republic,M,804100,0.62
1,1990,Czech Republic,F,767500,0.13
168,1991,Czech Republic,M,171200,98.13
365,1991,Czech Republic,M,805100,45.34
554,1991,Czech Republic,M,1432400,38.68
104,1991,Czech Republic,F,352900,29.47
176,1991,Czech Republic,M,693100,25.39
171,1991,Czech Republic,F,1024900,16.68
116,1991,Czech Republic,M,802000,14.46
157,1991,Czech Republic,F,1443700,10.87
45,1991,Czech Republic,F,668900,6.73
33,1991,Czech Republic,F,766400,4.31
14,1991,Czech Republic,M,771400,1.81
1,1991,Czech Republic,F,735500,0.14
165,1992,Czech Republic,M,161400,102.23
394,1992,Czech Republic,M,811100,48.58
623,1992,Czech Republic,M,1454300,42.84
104,1992,Czech Republic,F,337800,30.79
172,1992,Czech Republic,M,685500,25.09
164,1992,Czech Republic,F,1035800,15.83
122,1992,Czech Republic,M,825400,14.78
164,1992,Czech Republic,F,1465300,11.19
52,1992,Czech Republic,F,660200,7.88
22,1992,Czech Republic,F,789000,2.79
9,1992,Czech Republic,M,745800,1.21
155,1993,Czech Republic,M,152300,101.77
355,1993,Czech Republic,M,819300,43.33
592,1993,Czech Republic,M,1472000,40.22
110,1993,Czech Republic,F,322400,34.12
159,1993,Czech Republic,M,682100,23.31
139,1993,Czech Republic,M,847600,16.4
155,1993,Czech Republic,F,1049400,14.77
159,1993,Czech Republic,F,1482300,10.73
46,1993,Czech Republic,F,655900,7.01
35,1993,Czech Republic,F,810500,4.32
12,1993,Czech Republic,M,722000,1.66
150,1994,Czech Republic,M,148000,101.35
333,1994,Czech Republic,M,825100,40.36
522,1994,Czech Republic,M,1482500,35.21
104,1994,Czech Republic,F,314000,33.12
177,1994,Czech Republic,M,686000,25.8
148,1994,Czech Republic,M,865700,17.1
176,1994,Czech Republic,F,1057000,16.65
177,1994,Czech Republic,F,1491800,11.86
41,1994,Czech Republic,F,658900,6.22
31,1994,Czech Republic,F,828100,3.74
11,1994,Czech Republic,M,699800,1.57
2,1994,Czech Republic,F,666800,0.3
132,1995,Czech Republic,M,150800,87.53
524,1995,Czech Republic,M,1486300,35.26
280,1995,Czech Republic,M,828300,33.8
97,1995,Czech Republic,F,317400,30.56
180,1995,Czech Republic,M,695700,25.87
161,1995,Czech Republic,M,874900,18.4
150,1995,Czech Republic,F,1056900,14.19
138,1995,Czech Republic,F,1494200,9.24
35,1995,Czech Republic,F,837000,4.18
25,1995,Czech Republic,F,668100,3.74
7,1995,Czech Republic,M,683100,1.02
4,1995,Czech Republic,F,651600,0.61
140,1996,Czech Republic,M,157200,89.06
488,1996,Czech Republic,M,1487000,32.82
266,1996,Czech Republic,M,831800,31.98
77,1996,Czech Republic,F,327500,23.51
162,1996,Czech Republic,M,708200,22.87
142,1996,Czech Republic,M,873600,16.25
117,1996,Czech Republic,F,1054200,11.1
117,1996,Czech Republic,F,1493000,7.84
26,1996,Czech Republic,F,679400,3.83
24,1996,Czech Republic,F,835700,2.87
8,1996,Czech Republic,M,673700,1.19
1,1996,Czech Republic,F,642600,0.16
122,1997,Czech Republic,M,165300,73.81
333,1997,Czech Republic,M,836100,39.83
550,1997,Czech Republic,M,1487400,36.98
165,1997,Czech Republic,M,724200,22.78
61,1997,Czech Republic,F,340800,17.9
136,1997,Czech Republic,M,865600,15.71
106,1997,Czech Republic,F,1051400,10.08
134,1997,Czech Republic,F,1492200,8.98
32,1997,Czech Republic,F,693900,4.61
21,1997,Czech Republic,F,828400,2.54
5,1997,Czech Republic,M,666600,0.75
1,1997,Czech Republic,F,634800,0.16
127,1998,Czech Republic,M,173500,73.2
554,1998,Czech Republic,M,1487500,37.24
277,1998,Czech Republic,M,845700,32.75
179,1998,Czech Republic,M,742300,24.11
65,1998,Czech Republic,F,354800,18.32
126,1998,Czech Republic,M,849600,14.83
116,1998,Czech Republic,F,1053700,11.01
110,1998,Czech Republic,F,1490700,7.38
31,1998,Czech Republic,F,813700,3.81
20,1998,Czech Republic,F,710600,2.81
5,1998,Czech Republic,M,659000,0.76
3,1998,Czech Republic,F,627200,0.48
154,1999,Czech Republic,M,181079,85.05
302,1999,Czech Republic,M,860656,35.09
509,1999,Czech Republic,M,1488504,34.2
173,1999,Czech Republic,M,761534,22.72
68,1999,Czech Republic,F,368195,18.47
144,1999,Czech Republic,M,824827,17.46
94,1999,Czech Republic,F,1061220,8.86
107,1999,Czech Republic,F,1488619,7.19
32,1999,Czech Republic,F,728994,4.39
24,1999,Czech Republic,F,790478,3.04
3,1999,Czech Republic,M,648214,0.46
137,2000,Czech Republic,M,187872,72.92
546,2000,Czech Republic,M,1490793,36.62
294,2000,Czech Republic,M,875298,33.59
174,2000,Czech Republic,M,783436,22.21
139,2000,Czech Republic,M,797534,17.43
63,2000,Czech Republic,F,380114,16.57
113,2000,Czech Republic,F,1069748,10.56
120,2000,Czech Republic,F,1487345,8.07
26,2000,Czech Republic,F,751117,3.46
25,2000,Czech Republic,F,763848,3.27
8,2000,Czech Republic,M,631794,1.27
4,2000,Czech Republic,F,600843,0.67
142,2001,Czech Republic,M,191730,74.06
558,2001,Czech Republic,M,1489505,37.46
285,2001,Czech Republic,M,897842,31.74
172,2001,Czech Republic,M,809431,21.25
133,2001,Czech Republic,M,779015,17.07
57,2001,Czech Republic,F,387754,14.7
129,2001,Czech Republic,F,1476998,8.73
92,2001,Czech Republic,F,1084169,8.49
30,2001,Czech Republic,F,772655,3.88
19,2001,Czech Republic,F,745082,2.55
4,2001,Czech Republic,M,617745,0.65
2,2001,Czech Republic,F,586157,0.34
140,2002,Czech Republic,M,196619,71.2
518,2002,Czech Republic,M,1458286,35.52
282,2002,Czech Republic,M,921139,30.61
180,2002,Czech Republic,M,818936,21.98
67,2002,Czech Republic,F,395065,16.96
91,2002,Czech Republic,M,746413,12.19
86,2002,Czech Republic,F,1105366,7.78
108,2002,Czech Republic,F,1451319,7.44
30,2002,Czech Republic,F,788166,3.81
26,2002,Czech Republic,F,714488,3.64
5,2002,Czech Republic,M,592734,0.84
1,2002,Czech Republic,F,563932,0.18
158,2003,Czech Republic,M,202317,78.1
572,2003,Czech Republic,M,1441293,39.69
307,2003,Czech Republic,M,949402,32.34
206,2003,Czech Republic,M,842279,24.46
74,2003,Czech Republic,F,403426,18.34
116,2003,Czech Republic,M,726604,15.96
127,2003,Czech Republic,F,1431458,8.87
99,2003,Czech Republic,F,1129314,8.77
29,2003,Czech Republic,F,810207,3.58
22,2003,Czech Republic,F,694102,3.17
6,2003,Czech Republic,M,573339,1.05
3,2003,Czech Republic,F,544809,0.55
121,2004,Czech Republic,M,208455,58.05
540,2004,Czech Republic,M,1429901,37.76
317,2004,Czech Republic,M,973192,32.57
193,2004,Czech Republic,M,862649,22.37
110,2004,Czech Republic,M,707587,15.55
62,2004,Czech Republic,F,411827,15.05
95,2004,Czech Republic,F,1150600,8.26
99,2004,Czech Republic,F,1417483,6.98
24,2004,Czech Republic,F,829828,2.89
14,2004,Czech Republic,F,676084,2.07
5,2004,Czech Republic,M,553266,0.9
3,2004,Czech Republic,F,525775,0.57
113,2005,Czech Republic,M,215366,52.47
516,2005,Czech Republic,M,1427262,36.15
347,2005,Czech Republic,M,998004,34.77
208,2005,Czech Republic,M,877897,23.69
85,2005,Czech Republic,M,695191,12.23
50,2005,Czech Republic,F,420901,11.88
109,2005,Czech Republic,F,1408555,7.74
82,2005,Czech Republic,F,1171511,7.0
33,2005,Czech Republic,F,841934,3.92
16,2005,Czech Republic,F,663458,2.41
4,2005,Czech Republic,M,534812,0.75
2,2005,Czech Republic,F,506842,0.39
125,2006,Czech Republic,M,222276,56.24
459,2006,Czech Republic,M,1426930,32.17
299,2006,Czech Republic,M,1022887,29.23
155,2006,Czech Republic,M,884745,17.52
101,2006,Czech Republic,M,690682,14.62
41,2006,Czech Republic,F,430258,9.53
90,2006,Czech Republic,F,1193318,7.54
95,2006,Czech Republic,F,1401646,6.78
20,2006,Czech Republic,F,845584,2.37
12,2006,Czech Republic,F,658122,1.82
3,2006,Czech Republic,M,515573,0.58
109,2007,Czech Republic,M,229015,47.6
322,2007,Czech Republic,M,1047512,30.74
440,2007,Czech Republic,M,1434256,30.68
176,2007,Czech Republic,M,888983,19.8
100,2007,Czech Republic,M,690165,14.49
49,2007,Czech Republic,F,438726,11.17
72,2007,Czech Republic,F,1216178,5.92
73,2007,Czech Republic,F,1400706,5.21
21,2007,Czech Republic,F,846092,2.48
15,2007,Czech Republic,F,654550,2.29
2,2007,Czech Republic,M,499126,0.4
137,2008,Czech Republic,M,235750,58.11
434,2008,Czech Republic,M,1457201,29.78
291,2008,Czech Republic,M,1075692,27.05
162,2008,Czech Republic,M,892070,18.16
96,2008,Czech Republic,M,692756,13.86
37,2008,Czech Republic,F,446156,8.29
84,2008,Czech Republic,F,1241767,6.76
88,2008,Czech Republic,F,1412333,6.23
32,2008,Czech Republic,F,842858,3.8
14,2008,Czech Republic,F,653487,2.14
3,2008,Czech Republic,M,487813,0.61
1,2008,Czech Republic,F,461711,0.22
135,2009,Czech Republic,M,240265,56.19
476,2009,Czech Republic,M,1480738,32.15
337,2009,Czech Republic,M,1100133,30.63
199,2009,Czech Republic,M,880108,22.61
81,2009,Czech Republic,M,685218,11.82
42,2009,Czech Republic,F,450517,9.32
78,2009,Czech Republic,F,1265312,6.16
79,2009,Czech Republic,F,1428022,5.53
16,2009,Czech Republic,F,646079,2.48
18,2009,Czech Republic,F,827079,2.18
2,2009,Czech Republic,M,479988,0.42
1,2009,Czech Republic,F,453948,0.22
115,2010,Czech Republic,M,243211,47.28
394,2010,Czech Republic,M,1121705,35.13
473,2010,Czech Republic,M,1499075,31.55
168,2010,Czech Republic,M,858416,19.57
94,2010,Czech Republic,M,665538,14.12
40,2010,Czech Republic,F,453417,8.82
84,2010,Czech Republic,F,1288749,6.52
87,2010,Czech Republic,F,1445352,6.02
26,2010,Czech Republic,F,805752,3.23
20,2010,Czech Republic,F,629937,3.17
1,2010,Czech Republic,M,479853,0.21
118,2011,Czech Republic,M,246004,47.97
424,2011,Czech Republic,M,1152114,36.8
500,2011,Czech Republic,M,1517715,32.94
173,2011,Czech Republic,M,818695,21.13
120,2011,Czech Republic,M,632356,18.98
43,2011,Czech Republic,F,454906,9.45
86,2011,Czech Republic,F,1456523,5.9
77,2011,Czech Republic,F,1312571,5.87
28,2011,Czech Republic,F,771896,3.63
19,2011,Czech Republic,F,602033,3.16
2,2011,Czech Republic,M,483911,0.41
146,2012,Czech Republic,M,248952,58.65
430,2012,Czech Republic,M,1173069,36.66
538,2012,Czech Republic,M,1537251,35.0
179,2012,Czech Republic,M,796162,22.48
84,2012,Czech Republic,M,609704,13.78
45,2012,Czech Republic,F,456859,9.85
106,2012,Czech Republic,F,1333013,7.95
94,2012,Czech Republic,F,1471892,6.39
22,2012,Czech Republic,F,750032,2.93
10,2012,Czech Republic,F,581629,1.72
3,2012,Czech Republic,M,495721,0.61
1,2012,Czech Republic,F,468843,0.21
129,2013,Czech Republic,M,252532,51.08
399,2013,Czech Republic,M,1188011,33.59
485,2013,Czech Republic,M,1556338,31.16
168,2013,Czech Republic,M,773130,21.73
108,2013,Czech Republic,M,586871,18.4
36,2013,Czech Republic,F,459282,7.84
108,2013,Czech Republic,F,1488299,7.26
92,2013,Czech Republic,F,1347862,6.83
30,2013,Czech Republic,F,729365,4.11
15,2013,Czech Republic,F,560391,2.68
5,2013,Czech Republic,M,510895,0.98
2,2013,Czech Republic,F,483804,0.41
123,2014,Czech Republic,M,257383,47.79
364,2014,Czech Republic,M,1197687,30.39
467,2014,Czech Republic,M,1580637,29.55
157,2014,Czech Republic,M,752372,20.87
84,2014,Czech Republic,M,565782,14.85
54,2014,Czech Republic,F,464061,11.64
107,2014,Czech Republic,F,1356408,7.89
94,2014,Czech Republic,F,1509758,6.23
26,2014,Czech Republic,F,711374,3.65
11,2014,Czech Republic,F,540106,2.04
1,2014,Czech Republic,F,500027,0.2
1,2014,Czech Republic,M,527532,0.19
145,2015,Czech Republic,M,264401,54.84
373,2015,Czech Republic,M,1202553,31.02
404,2015,Czech Republic,M,1602521,25.21
151,2015,Czech Republic,M,737221,20.48
58,2015,Czech Republic,M,546597,10.61
44,2015,Czech Republic,F,471092,9.34
80,2015,Czech Republic,F,1358421,5.89
86,2015,Czech Republic,F,1528289,5.63
19,2015,Czech Republic,F,521060,3.65
20,2015,Czech Republic,F,698584,2.86
5,2015,Czech Republic,F,515457,0.97
2,2015,Czech Republic,M,543129,0.37
140,2016,Czech Republic,M,273637,51.16
319,2016,Czech Republic,M,1205832,26.45
386,2016,Czech Republic,M,1617906,23.86
137,2016,Czech Republic,M,729199,18.79
78,2016,Czech Republic,M,527890,14.78
86,2016,Czech Republic,F,1358948,6.33
91,2016,Czech Republic,F,1541109,5.9
25,2016,Czech Republic,F,480884,5.2
34,2016,Czech Republic,F,691963,4.91
22,2016,Czech Republic,F,502574,4.38
89,1994,Denmark,M,131700,67.58
189,1994,Denmark,M,448200,42.17
279,1994,Denmark,M,755600,36.92
70,1994,Denmark,F,230600,30.36
85,1994,Denmark,M,414100,20.53
100,1994,Denmark,F,500000,20.0
113,1994,Denmark,F,732100,15.44
37,1994,Denmark,M,360900,10.25
23,1994,Denmark,F,392600,5.86
13,1994,Denmark,F,346100,3.76
1,1994,Denmark,M,288100,0.35
85,1995,Denmark,M,133500,63.67
180,1995,Denmark,M,449600,40.04
63,1995,Denmark,F,233200,27.02
204,1995,Denmark,M,762400,26.76
108,1995,Denmark,M,413900,26.09
102,1995,Denmark,F,498300,20.47
108,1995,Denmark,F,739000,14.61
47,1995,Denmark,M,355700,13.21
18,1995,Denmark,F,393200,4.58
8,1995,Denmark,F,341800,2.34
1,1995,Denmark,M,291000,0.34
95,1996,Denmark,M,134200,70.79
170,1996,Denmark,M,452400,37.58
236,1996,Denmark,M,771800,30.58
47,1996,Denmark,F,234200,20.07
83,1996,Denmark,M,416000,19.95
115,1996,Denmark,F,747600,15.38
71,1996,Denmark,F,498500,14.24
46,1996,Denmark,M,348400,13.2
20,1996,Denmark,F,395400,5.06
8,1996,Denmark,F,335700,2.38
1,1996,Denmark,M,298600,0.33
94,1997,Denmark,M,135400,69.42
148,1997,Denmark,M,458400,32.29
191,1997,Denmark,M,777200,24.58
46,1997,Denmark,F,236400,19.46
79,1997,Denmark,M,417200,18.94
88,1997,Denmark,F,501000,17.56
45,1997,Denmark,M,337600,13.33
84,1997,Denmark,F,753500,11.15
22,1997,Denmark,F,397100,5.54
17,1997,Denmark,F,326300,5.21
3,1997,Denmark,M,306200,0.98
74,1998,Denmark,M,136600,54.17
235,1998,Denmark,M,780300,30.12
118,1998,Denmark,M,467900,25.22
84,1998,Denmark,M,414200,20.28
38,1998,Denmark,F,237600,15.99
74,1998,Denmark,F,507800,14.57
79,1998,Denmark,F,756900,10.44
34,1998,Denmark,M,327800,10.37
16,1998,Denmark,F,396400,4.04
9,1998,Denmark,F,316600,2.84
2,1998,Denmark,M,314900,0.64
64,1999,Denmark,M,137353,46.6
151,1999,Denmark,M,480316,31.44
214,1999,Denmark,M,783204,27.32
91,1999,Denmark,M,408827,22.26
71,1999,Denmark,F,516749,13.74
40,1999,Denmark,M,319101,12.54
26,1999,Denmark,F,238400,10.91
74,1999,Denmark,F,759458,9.74
21,1999,Denmark,F,392951,5.34
7,1999,Denmark,F,308800,2.27
3,1999,Denmark,M,323638,0.93
72,2000,Denmark,M,138454,52.0
142,2000,Denmark,M,495321,28.67
218,2000,Denmark,M,783883,27.81
42,2000,Denmark,F,239483,17.54
61,2000,Denmark,M,403105,15.13
39,2000,Denmark,M,310470,12.56
54,2000,Denmark,F,528095,10.23
74,2000,Denmark,F,760859,9.73
16,2000,Denmark,F,389550,4.11
9,2000,Denmark,F,300690,2.99
1,2000,Denmark,M,332762,0.3
82,2001,Denmark,M,139637,58.72
204,2001,Denmark,M,783604,26.03
123,2001,Denmark,M,512361,24.01
48,2001,Denmark,F,239716,20.02
83,2001,Denmark,F,541963,15.31
58,2001,Denmark,M,394591,14.7
38,2001,Denmark,M,304335,12.49
73,2001,Denmark,F,761705,9.58
7,2001,Denmark,F,294773,2.37
9,2001,Denmark,F,383262,2.35
2,2001,Denmark,M,340220,0.59
77,2002,Denmark,M,140549,54.79
140,2002,Denmark,M,528640,26.48
182,2002,Denmark,M,784825,23.19
42,2002,Denmark,F,239014,17.57
64,2002,Denmark,M,383869,16.67
40,2002,Denmark,M,302190,13.24
63,2002,Denmark,F,556057,11.33
63,2002,Denmark,F,762841,8.26
11,2002,Denmark,F,374887,2.93
6,2002,Denmark,F,292727,2.05
73,2003,Denmark,M,141062,51.75
206,2003,Denmark,M,784047,26.27
129,2003,Denmark,M,542296,23.79
48,2003,Denmark,M,376343,12.75
26,2003,Denmark,F,237848,10.93
59,2003,Denmark,F,567852,10.39
24,2003,Denmark,M,300836,7.98
43,2003,Denmark,F,763110,5.63
19,2003,Denmark,F,369080,5.15
6,2003,Denmark,F,290582,2.06
69,2004,Denmark,M,142305,48.49
180,2004,Denmark,M,782832,22.99
125,2004,Denmark,M,553556,22.58
60,2004,Denmark,M,369973,16.22
66,2004,Denmark,F,578536,11.41
33,2004,Denmark,M,301933,10.93
23,2004,Denmark,F,237260,9.69
71,2004,Denmark,F,762293,9.31
19,2004,Denmark,F,364710,5.21
11,2004,Denmark,F,290626,3.78
2,2004,Denmark,F,335587,0.6
2,2004,Denmark,M,353316,0.57
83,2005,Denmark,M,143327,57.91
139,2005,Denmark,M,564794,24.61
158,2005,Denmark,M,781448,20.22
38,2005,Denmark,F,236734,16.05
53,2005,Denmark,M,364110,14.56
61,2005,Denmark,F,588430,10.37
58,2005,Denmark,F,762175,7.61
21,2005,Denmark,M,305232,6.88
10,2005,Denmark,F,360100,2.78
7,2005,Denmark,F,292929,2.39
3,2005,Denmark,M,354025,0.85
79,2006,Denmark,M,144928,54.51
155,2006,Denmark,M,575056,26.95
161,2006,Denmark,M,782816,20.57
52,2006,Denmark,M,355908,14.61
71,2006,Denmark,F,597984,11.87
25,2006,Denmark,F,236472,10.57
24,2006,Denmark,M,312053,7.69
57,2006,Denmark,F,763418,7.47
15,2006,Denmark,F,353444,4.24
9,2006,Denmark,F,298500,3.02
1,2006,Denmark,F,336170,0.3
1,2006,Denmark,M,353711,0.28
59,2007,Denmark,M,146309,40.33
124,2007,Denmark,M,584457,21.22
145,2007,Denmark,M,786990,18.42
56,2007,Denmark,M,347246,16.13
33,2007,Denmark,F,235854,13.99
71,2007,Denmark,F,768072,9.24
55,2007,Denmark,F,606387,9.07
15,2007,Denmark,M,320054,4.69
15,2007,Denmark,F,345418,4.34
6,2007,Denmark,F,305722,1.96
2,2007,Denmark,M,351664,0.57
62,2008,Denmark,M,147834,41.94
127,2008,Denmark,M,595286,21.33
150,2008,Denmark,M,788890,19.01
48,2008,Denmark,M,341329,14.06
27,2008,Denmark,F,235396,11.47
63,2008,Denmark,F,616691,10.22
76,2008,Denmark,F,770688,9.86
30,2008,Denmark,M,330409,9.08
9,2008,Denmark,F,338992,2.65
8,2008,Denmark,F,315514,2.54
2,2008,Denmark,F,332388,0.6
1,2008,Denmark,M,349108,0.29
64,2009,Denmark,M,150153,42.62
165,2009,Denmark,M,604423,27.3
186,2009,Denmark,M,790578,23.53
32,2009,Denmark,F,235213,13.6
36,2009,Denmark,M,335963,10.72
52,2009,Denmark,F,625986,8.31
24,2009,Denmark,M,340143,7.06
43,2009,Denmark,F,773415,5.56
13,2009,Denmark,F,334052,3.89
4,2009,Denmark,F,324876,1.23
2,2009,Denmark,M,347259,0.58
1,2009,Denmark,F,330729,0.3
61,2010,Denmark,M,153231,39.81
142,2010,Denmark,M,613233,23.16
142,2010,Denmark,M,791338,17.94
43,2010,Denmark,M,329780,13.04
22,2010,Denmark,F,236409,9.31
56,2010,Denmark,F,634607,8.82
64,2010,Denmark,F,776699,8.24
17,2010,Denmark,M,349175,4.87
10,2010,Denmark,F,333696,3.0
6,2010,Denmark,F,327722,1.83
48,2011,Denmark,M,156856,30.6
189,2011,Denmark,M,791137,23.89
139,2011,Denmark,M,621859,22.35
35,2011,Denmark,M,326633,10.72
22,2011,Denmark,F,237867,9.25
57,2011,Denmark,F,643276,8.86
26,2011,Denmark,M,356319,7.3
50,2011,Denmark,F,778373,6.42
12,2011,Denmark,F,323639,3.71
11,2011,Denmark,F,340056,3.23
67,2012,Denmark,M,161259,41.55
209,2012,Denmark,M,788215,26.52
153,2012,Denmark,M,630159,24.28
71,2012,Denmark,F,651381,10.9
31,2012,Denmark,M,326746,9.49
33,2012,Denmark,M,362466,9.1
19,2012,Denmark,F,240759,7.89
58,2012,Denmark,F,776419,7.47
11,2012,Denmark,F,322504,3.41
8,2012,Denmark,F,346154,2.31
1,2012,Denmark,M,340022,0.29
62,2013,Denmark,M,166011,37.35
157,2013,Denmark,M,637775,24.62
174,2013,Denmark,M,785198,22.16
25,2013,Denmark,F,243880,10.25
33,2013,Denmark,M,328192,10.06
52,2013,Denmark,F,658936,7.89
54,2013,Denmark,F,775088,6.97
23,2013,Denmark,M,367000,6.27
16,2013,Denmark,F,322819,4.96
12,2013,Denmark,F,350607,3.42
1,2013,Denmark,F,324362,0.31
1,2013,Denmark,M,339830,0.29
61,2014,Denmark,M,172150,35.43
155,2014,Denmark,M,645001,24.03
178,2014,Denmark,M,784300,22.7
36,2014,Denmark,F,248889,14.46
43,2014,Denmark,M,333712,12.89
31,2014,Denmark,M,370570,8.37
59,2014,Denmark,F,774379,7.62
50,2014,Denmark,F,666386,7.5
7,2014,Denmark,F,325866,2.15
7,2014,Denmark,F,354099,1.98
1,2014,Denmark,F,323749,0.31
1,2014,Denmark,M,340065,0.29
57,2015,Denmark,M,178633,31.91
159,2015,Denmark,M,783366,20.3
126,2015,Denmark,M,651856,19.33
32,2015,Denmark,F,253300,12.63
67,2015,Denmark,F,673655,9.95
30,2015,Denmark,M,342769,8.75
51,2015,Denmark,F,772844,6.6
18,2015,Denmark,M,374051,4.81
15,2015,Denmark,F,331400,4.53
6,2015,Denmark,F,356882,1.68
3,2015,Denmark,F,323821,0.93
8,1985,Ecuador,M,40000,20.0
70,1985,Ecuador,M,610800,11.46
33,1985,Ecuador,M,289000,11.42
104,1985,Ecuador,M,915700,11.36
57,1985,Ecuador,M,692800,8.23
58,1985,Ecuador,F,897700,6.46
31,1985,Ecuador,F,600800,5.16
2,1985,Ecuador,F,49000,4.08
15,1985,Ecuador,F,692800,2.17
4,1985,Ecuador,F,303000,1.32
7,1985,Ecuador,M,1307600,0.54
4,1985,Ecuador,F,1262600,0.32
6,1986,Ecuador,M,41100,14.6
67,1986,Ecuador,M,628400,10.66
28,1986,Ecuador,M,297200,9.42
87,1986,Ecuador,M,941900,9.24
74,1986,Ecuador,F,923500,8.01
4,1986,Ecuador,F,50400,7.94
52,1986,Ecuador,M,712600,7.3
28,1986,Ecuador,F,618000,4.53
7,1986,Ecuador,F,311800,2.25
12,1986,Ecuador,F,712600,1.68
6,1986,Ecuador,F,1298800,0.46
6,1986,Ecuador,M,1345000,0.45
6,1987,Ecuador,M,52900,11.34
74,1987,Ecuador,M,718200,10.3
73,1987,Ecuador,M,773400,9.44
79,1987,Ecuador,F,999500,7.9
78,1987,Ecuador,M,1023900,7.62
20,1987,Ecuador,M,318600,6.28
26,1987,Ecuador,F,708700,3.67
16,1987,Ecuador,F,775400,2.06
1,1987,Ecuador,F,65600,1.52
5,1987,Ecuador,F,338600,1.48
8,1987,Ecuador,M,1309500,0.61
4,1987,Ecuador,F,1272500,0.31
93,1988,Ecuador,M,738500,12.59
41,1988,Ecuador,M,327400,12.52
6,1988,Ecuador,M,54400,11.03
107,1988,Ecuador,M,1052900,10.16
73,1988,Ecuador,M,795100,9.18
73,1988,Ecuador,F,1027900,7.1
28,1988,Ecuador,F,728700,3.84
28,1988,Ecuador,F,797400,3.51
2,1988,Ecuador,F,67500,2.96
6,1988,Ecuador,F,348200,1.72
5,1988,Ecuador,F,1308600,0.38
4,1988,Ecuador,M,1346600,0.3
10,1989,Ecuador,M,68674,14.56
76,1989,Ecuador,M,766852,9.91
89,1989,Ecuador,F,1008927,8.82
71,1989,Ecuador,M,843236,8.42
26,1989,Ecuador,M,347684,7.48
77,1989,Ecuador,M,1031979,7.46
39,1989,Ecuador,F,758284,5.14
3,1989,Ecuador,F,84592,3.55
23,1989,Ecuador,F,848574,2.71
5,1989,Ecuador,F,368669,1.36
7,1989,Ecuador,M,1243682,0.56
5,1989,Ecuador,F,1207466,0.41
89,1990,Ecuador,M,788540,11.29
97,1990,Ecuador,M,1055004,9.19
30,1990,Ecuador,M,358877,8.36
84,1990,Ecuador,F,1031235,8.15
70,1990,Ecuador,M,877120,7.98
42,1990,Ecuador,F,779938,5.39
3,1990,Ecuador,M,70844,4.23
2,1990,Ecuador,F,87254,2.29
17,1990,Ecuador,F,883364,1.92
3,1990,Ecuador,F,380666,0.79
6,1990,Ecuador,M,1262625,0.48
5,1990,Ecuador,F,1225466,0.41
117,1991,Ecuador,F,1061400,11.02
37,1991,Ecuador,M,368900,10.03
107,1991,Ecuador,M,1087300,9.84
83,1991,Ecuador,M,899100,9.23
70,1991,Ecuador,M,804000,8.71
5,1991,Ecuador,M,68100,7.34
35,1991,Ecuador,F,792300,4.42
9,1991,Ecuador,F,392100,2.3
18,1991,Ecuador,F,903600,1.99
1,1991,Ecuador,F,86400,1.16
9,1991,Ecuador,F,1294500,0.7
3,1991,Ecuador,M,1334000,0.22
12,1992,Ecuador,M,77846,15.42
91,1992,Ecuador,M,833688,10.92
40,1992,Ecuador,M,380709,10.51
114,1992,Ecuador,M,1095624,10.41
92,1992,Ecuador,F,1071397,8.59
69,1992,Ecuador,M,945954,7.29
40,1992,Ecuador,F,825399,4.85
3,1992,Ecuador,F,95162,3.15
20,1992,Ecuador,F,954268,2.1
13,1992,Ecuador,F,1264449,1.03
4,1992,Ecuador,F,404377,0.99
7,1992,Ecuador,M,1304282,0.54
131,1993,Ecuador,F,1090454,12.01
