suicides_no,year,country,sex,gdp_for_year,gdp_per_capita
10,1990,Armenia,M,"2,256,838,858",756
6,1990,Armenia,F,"2,256,838,858",756
1,1990,Armenia,F,"2,256,838,858",756
4,1990,Armenia,F,"2,256,838,858",756
3,1990,Armenia,F,"2,256,838,858",756
5,1991,Armenia,M,"2,068,526,522",640
20,1991,Armenia,M,"2,068,526,522",640
11,1991,Armenia,F,"2,068,526,522",640
9,1991,Armenia,M,"2,068,526,522",640
14,1991,Armenia,M,"2,068,526,522",640
2,1991,Armenia,F,"2,068,526,522",640
9,1991,Armenia,F,"2,068,526,522",640
6,1991,Armenia,M,"2,068,526,522",640
4,1991,Armenia,F,"2,068,526,522",640
3,1992,Armenia,M,"1,272,577,456",385
15,1992,Armenia,M,"1,272,577,456",385
22,1992,Armenia,M,"1,272,577,456",385
15,1992,Armenia,M,"1,272,577,456",385
10,1992,Armenia,F,"1,272,577,456",385
2,1992,Armenia,F,"1,272,577,456",385
9,1992,Armenia,M,"1,272,577,456",385
6,1992,Armenia,F,"1,272,577,456",385
1,1992,Armenia,F,"1,272,577,456",385
6,1993,Armenia,F,"1,201,313,201",357
20,1993,Armenia,M,"1,201,313,201",357
2,1993,Armenia,M,"1,201,313,201",357
25,1993,Armenia,M,"1,201,313,201",357
17,1993,Armenia,M,"1,201,313,201",357
14,1993,Armenia,F,"1,201,313,201",357
7,1993,Armenia,M,"1,201,313,201",357
6,1993,Armenia,F,"1,201,313,201",357
6,1993,Armenia,F,"1,201,313,201",357
3,1993,Armenia,F,"1,201,313,201",357
7,1994,Armenia,M,"1,315,158,670",387
5,1994,Armenia,F,"1,315,158,670",387
20,1994,Armenia,M,"1,315,158,670",387
31,1994,Armenia,M,"1,315,158,670",387
18,1994,Armenia,F,"1,315,158,670",387
10,1994,Armenia,M,"1,315,158,670",387
6,1994,Armenia,M,"1,315,158,670",387
7,1994,Armenia,F,"1,315,158,670",387
4,1994,Armenia,F,"1,315,158,670",387
2,1994,Armenia,M,"1,315,158,670",387
1,1994,Armenia,F,"1,315,158,670",387
1,1994,Armenia,F,"1,315,158,670",387
29,1995,Armenia,M,"1,468,317,350",426
32,1995,Armenia,M,"1,468,317,350",426
21,1995,Armenia,M,"1,468,317,350",426
2,1995,Armenia,M,"1,468,317,350",426
2,1995,Armenia,F,"1,468,317,350",426
11,1995,Armenia,F,"1,468,317,350",426
11,1995,Armenia,F,"1,468,317,350",426
10,1995,Armenia,M,"1,468,317,350",426
8,1995,Armenia,F,"1,468,317,350",426
3,1995,Armenia,F,"1,468,317,350",426
1,1995,Armenia,M,"1,468,317,350",426
3,1996,Armenia,M,"1,596,968,913",458
18,1996,Armenia,M,"1,596,968,913",458
24,1996,Armenia,M,"1,596,968,913",458
13,1996,Armenia,M,"1,596,968,913",458
12,1996,Armenia,F,"1,596,968,913",458
7,1996,Armenia,F,"1,596,968,913",458
4,1996,Armenia,M,"1,596,968,913",458
3,1996,Armenia,F,"1,596,968,913",458
1,1996,Armenia,F,"1,596,968,913",458
1,1996,Armenia,F,"1,596,968,913",458
1,1996,Armenia,M,"1,596,968,913",458
21,1997,Armenia,M,"1,639,492,424",465
26,1997,Armenia,M,"1,639,492,424",465
3,1997,Armenia,F,"1,639,492,424",465
1,1997,Armenia,M,"1,639,492,424",465
9,1997,Armenia,M,"1,639,492,424",465
8,1997,Armenia,F,"1,639,492,424",465
4,1997,Armenia,M,"1,639,492,424",465
3,1997,Armenia,F,"1,639,492,424",465
1,1997,Armenia,F,"1,639,492,424",465
1,1997,Armenia,M,"1,639,492,424",465
2,1998,Armenia,M,"1,893,726,437",532
16,1998,Armenia,M,"1,893,726,437",532
20,1998,Armenia,M,"1,893,726,437",532
6,1998,Armenia,M,"1,893,726,437",532
6,1998,Armenia,F,"1,893,726,437",532
1,1998,Armenia,F,"1,893,726,437",532
9,1998,Armenia,F,"1,893,726,437",532
4,1998,Armenia,M,"1,893,726,437",532
1,1998,Armenia,F,"1,893,726,437",532
1,1998,Armenia,F,"1,893,726,437",532
15,1999,Armenia,M,"1,845,482,181",515
3,1999,Armenia,F,"1,845,482,181",515
22,1999,Armenia,M,"1,845,482,181",515
9,1999,Armenia,F,"1,845,482,181",515
6,1999,Armenia,M,"1,845,482,181",515
6,1999,Armenia,M,"1,845,482,181",515
4,1999,Armenia,F,"1,845,482,181",515
2,1999,Armenia,F,"1,845,482,181",515
4,2000,Armenia,M,"1,911,563,665",530
5,2000,Armenia,F,"1,911,563,665",530
14,2000,Armenia,M,"1,911,563,665",530
18,2000,Armenia,M,"1,911,563,665",530
5,2000,Armenia,M,"1,911,563,665",530
6,2000,Armenia,M,"1,911,563,665",530
4,2000,Armenia,F,"1,911,563,665",530
4,2000,Armenia,F,"1,911,563,665",530
1,2000,Armenia,F,"1,911,563,665",530
17,2001,Armenia,M,"2,118,467,913",587
3,2001,Armenia,M,"2,118,467,913",587
4,2001,Armenia,F,"2,118,467,913",587
19,2001,Armenia,M,"2,118,467,913",587
4,2001,Armenia,F,"2,118,467,913",587
4,2001,Armenia,M,"2,118,467,913",587
3,2001,Armenia,M,"2,118,467,913",587
2,2001,Armenia,M,"2,118,467,913",587
3,2001,Armenia,F,"2,118,467,913",587
1,2001,Armenia,F,"2,118,467,913",587
3,2002,Armenia,M,"2,376,335,048",788
19,2002,Armenia,M,"2,376,335,048",788
12,2002,Armenia,M,"2,376,335,048",788
22,2002,Armenia,M,"2,376,335,048",788
1,2002,Armenia,F,"2,376,335,048",788
5,2002,Armenia,M,"2,376,335,048",788
6,2002,Armenia,F,"2,376,335,048",788
3,2002,Armenia,F,"2,376,335,048",788
1,2002,Armenia,F,"2,376,335,048",788
1,2002,Armenia,M,"2,376,335,048",788
1,2002,Armenia,F,"2,376,335,048",788
3,2003,Armenia,M,"2,807,061,009",928
14,2003,Armenia,M,"2,807,061,009",928
21,2003,Armenia,M,"2,807,061,009",928
3,2003,Armenia,F,"2,807,061,009",928
10,2003,Armenia,M,"2,807,061,009",928
3,2003,Armenia,F,"2,807,061,009",928
3,2003,Armenia,F,"2,807,061,009",928
1,2003,Armenia,M,"2,807,061,009",928
1,2003,Armenia,M,"2,807,061,009",928
6,2006,Armenia,M,"6,384,451,606",2310
21,2006,Armenia,M,"6,384,451,606",2310
17,2006,Armenia,M,"6,384,451,606",2310
10,2006,Armenia,M,"6,384,451,606",2310
8,2006,Armenia,F,"6,384,451,606",2310
6,2006,Armenia,M,"6,384,451,606",2310
2,2006,Armenia,F,"6,384,451,606",2310
5,2006,Armenia,F,"6,384,451,606",2310
2,2006,Armenia,F,"6,384,451,606",2310
1,2006,Armenia,M,"6,384,451,606",2310
7,2007,Armenia,M,"9,206,301,700",3366
13,2007,Armenia,M,"9,206,301,700",3366
19,2007,Armenia,M,"9,206,301,700",3366
8,2007,Armenia,F,"9,206,301,700",3366
7,2007,Armenia,M,"9,206,301,700",3366
4,2007,Armenia,M,"9,206,301,700",3366
8,2007,Armenia,F,"9,206,301,700",3366
1,2007,Armenia,F,"9,206,301,700",3366
3,2007,Armenia,F,"9,206,301,700",3366
1,2007,Armenia,M,"9,206,301,700",3366
7,2008,Armenia,M,"11,662,040,714",3829
18,2008,Armenia,M,"11,662,040,714",3829
11,2008,Armenia,M,"11,662,040,714",3829
10,2008,Armenia,F,"11,662,040,714",3829
5,2008,Armenia,F,"11,662,040,714",3829
4,2008,Armenia,M,"11,662,040,714",3829
3,2008,Armenia,M,"11,662,040,714",3829
2,2008,Armenia,F,"11,662,040,714",3829
1,2008,Armenia,F,"11,662,040,714",3829
1,2008,Armenia,M,"11,662,040,714",3829
1,2008,Armenia,F,"11,662,040,714",3829
8,2009,Armenia,M,"8,647,936,748",3215
11,2009,Armenia,M,"8,647,936,748",3215
17,2009,Armenia,M,"8,647,936,748",3215
5,2009,Armenia,M,"8,647,936,748",3215
1,2009,Armenia,F,"8,647,936,748",3215
3,2009,Armenia,F,"8,647,936,748",3215
2,2009,Armenia,M,"8,647,936,748",3215
2,2009,Armenia,F,"8,647,936,748",3215
3,2009,Armenia,F,"8,647,936,748",3215
1,2009,Armenia,F,"8,647,936,748",3215
6,2010,Armenia,M,"9,260,284,938",3460
13,2010,Armenia,M,"9,260,284,938",3460
10,2010,Armenia,M,"9,260,284,938",3460
15,2010,Armenia,M,"9,260,284,938",3460
8,2010,Armenia,M,"9,260,284,938",3460
7,2010,Armenia,F,"9,260,284,938",3460
2,2010,Armenia,F,"9,260,284,938",3460
2,2010,Armenia,F,"9,260,284,938",3460
5,2010,Armenia,F,"9,260,284,938",3460
2,2010,Armenia,M,"9,260,284,938",3460
2,2010,Armenia,F,"9,260,284,938",3460
1,2010,Armenia,F,"9,260,284,938",3460
6,2011,Armenia,F,"10,142,111,334",3798
23,2011,Armenia,M,"10,142,111,334",3798
11,2011,Armenia,M,"10,142,111,334",3798
8,2011,Armenia,M,"10,142,111,334",3798
2,2011,Armenia,M,"10,142,111,334",3798
7,2011,Armenia,M,"10,142,111,334",3798
4,2011,Armenia,F,"10,142,111,334",3798
3,2011,Armenia,F,"10,142,111,334",3798
3,2011,Armenia,F,"10,142,111,334",3798
5,2012,Armenia,M,"10,619,320,049",3773
26,2012,Armenia,M,"10,619,320,049",3773
11,2012,Armenia,M,"10,619,320,049",3773
11,2012,Armenia,M,"10,619,320,049",3773
3,2012,Armenia,F,"10,619,320,049",3773
5,2012,Armenia,M,"10,619,320,049",3773
7,2012,Armenia,F,"10,619,320,049",3773
4,2012,Armenia,F,"10,619,320,049",3773
4,2012,Armenia,F,"10,619,320,049",3773
2,2012,Armenia,F,"10,619,320,049",3773
1,2012,Armenia,M,"10,619,320,049",3773
7,2013,Armenia,M,"11,121,465,767",3957
6,2013,Armenia,F,"11,121,465,767",3957
11,2013,Armenia,M,"11,121,465,767",3957
11,2013,Armenia,F,"11,121,465,767",3957
9,2013,Armenia,M,"11,121,465,767",3957
13,2013,Armenia,M,"11,121,465,767",3957
6,2013,Armenia,F,"11,121,465,767",3957
2,2013,Armenia,M,"11,121,465,767",3957
1,2013,Armenia,M,"11,121,465,767",3957
1,2013,Armenia,F,"11,121,465,767",3957
9,2014,Armenia,M,"11,609,512,940",4142
6,2014,Armenia,F,"11,609,512,940",4142
12,2014,Armenia,M,"11,609,512,940",4142
13,2014,Armenia,M,"11,609,512,940",4142
6,2014,Armenia,M,"11,609,512,940",4142
4,2014,Armenia,F,"11,609,512,940",4142
3,2014,Armenia,M,"11,609,512,940",4142
2,2014,Armenia,F,"11,609,512,940",4142
1,2014,Armenia,F,"11,609,512,940",4142
2,2014,Armenia,F,"11,609,512,940",4142
12,2015,Armenia,M,"10,553,337,673",3775
16,2015,Armenia,M,"10,553,337,673",3775
5,2015,Armenia,F,"10,553,337,673",3775
15,2015,Armenia,M,"10,553,337,673",3775
10,2015,Armenia,M,"10,553,337,673",3775
5,2015,Armenia,F,"10,553,337,673",3775
3,2015,Armenia,F,"10,553,337,673",3775
4,2015,Armenia,F,"10,553,337,673",3775
2,2015,Armenia,M,"10,553,337,673",3775
2,2015,Armenia,F,"10,553,337,673",3775
12,2016,Armenia,M,"10,546,135,160",3788
16,2016,Armenia,M,"10,546,135,160",3788
16,2016,Armenia,M,"10,546,135,160",3788
5,2016,Armenia,M,"10,546,135,160",3788
2,2016,Armenia,F,"10,546,135,160",3788
6,2016,Armenia,F,"10,546,135,160",3788
4,2016,Armenia,M,"10,546,135,160",3788
3,2016,Armenia,F,"10,546,135,160",3788
2,2016,Armenia,F,"10,546,135,160",3788
1,2016,Armenia,F,"10,546,135,160",3788
2,1995,Aruba,M,"1,320,670,391",17949
4,1995,Aruba,M,"1,320,670,391",17949
1,1995,Aruba,M,"1,320,670,391",17949
1,1995,Aruba,M,"1,320,670,391",17949
4,1999,Aruba,M,"1,722,798,883",21027
2,1999,Aruba,M,"1,722,798,883",21027
3,1999,Aruba,M,"1,722,798,883",21027
2,2000,Aruba,F,"1,873,452,514",22333
1,2000,Aruba,M,"1,873,452,514",22333
3,2000,Aruba,M,"1,873,452,514",22333
2,2000,Aruba,M,"1,873,452,514",22333
2,2000,Aruba,F,"1,873,452,514",22333
4,2001,Aruba,M,"1,920,262,570",22317
4,2002,Aruba,M,"1,941,094,972",21987
2,2002,Aruba,M,"1,941,094,972",21987
1,2002,Aruba,M,"1,941,094,972",21987
2,2002,Aruba,M,"1,941,094,972",21987
2,2003,Aruba,M,"2,021,301,676",22345
1,2004,Aruba,M,"2,228,279,330",24133
3,2004,Aruba,M,"2,228,279,330",24133
1,2004,Aruba,M,"2,228,279,330",24133
1,2004,Aruba,F,"2,228,279,330",24133
2,2004,Aruba,M,"2,228,279,330",24133
2,2005,Aruba,M,"2,331,005,587",24870
3,2005,Aruba,M,"2,331,005,587",24870
1,2005,Aruba,F,"2,331,005,587",24870
1,2005,Aruba,F,"2,331,005,587",24870
1,2005,Aruba,F,"2,331,005,587",24870
2,2005,Aruba,F,"2,331,005,587",24870
4,2006,Aruba,M,"2,421,474,860",25622
3,2006,Aruba,M,"2,421,474,860",25622
2,2006,Aruba,F,"2,421,474,860",25622
2,2007,Aruba,M,"2,623,726,257",27672
3,2007,Aruba,M,"2,623,726,257",27672
1,2007,Aruba,M,"2,623,726,257",27672
1,2007,Aruba,M,"2,623,726,257",27672
1,2007,Aruba,F,"2,623,726,257",27672
1,2008,Aruba,M,"2,791,960,894",29447
1,2008,Aruba,M,"2,791,960,894",29447
1,2008,Aruba,M,"2,791,960,894",29447
1,2008,Aruba,F,"2,791,960,894",29447
1,2009,Aruba,M,"2,498,932,961",26361
2,2009,Aruba,M,"2,498,932,961",26361
1,2009,Aruba,M,"2,498,932,961",26361
4,2010,Aruba,M,"2,467,703,911",25974
2,2010,Aruba,M,"2,467,703,911",25974
1,2010,Aruba,F,"2,467,703,911",25974
3,2011,Aruba,M,"2,584,463,687",27066
3,2011,Aruba,M,"2,584,463,687",27066
1,2011,Aruba,F,"2,584,463,687",27066
1,2011,Aruba,M,"2,584,463,687",27066
1,2011,Aruba,F,"2,584,463,687",27066
67,1985,Australia,M,"180,190,994,861",12374
357,1985,Australia,M,"180,190,994,861",12374
282,1985,Australia,M,"180,190,994,861",12374
315,1985,Australia,M,"180,190,994,861",12374
411,1985,Australia,M,"180,190,994,861",12374
36,1985,Australia,F,"180,190,994,861",12374
109,1985,Australia,F,"180,190,994,861",12374
143,1985,Australia,F,"180,190,994,861",12374
69,1985,Australia,F,"180,190,994,861",12374
64,1985,Australia,F,"180,190,994,861",12374
4,1985,Australia,F,"180,190,994,861",12374
4,1985,Australia,M,"180,190,994,861",12374
89,1986,Australia,M,"181,977,476,217",12288
367,1986,Australia,M,"181,977,476,217",12288
324,1986,Australia,M,"181,977,476,217",12288
487,1986,Australia,M,"181,977,476,217",12288
296,1986,Australia,M,"181,977,476,217",12288
169,1986,Australia,F,"181,977,476,217",12288
105,1986,Australia,F,"181,977,476,217",12288
88,1986,Australia,F,"181,977,476,217",12288
77,1986,Australia,F,"181,977,476,217",12288
23,1986,Australia,F,"181,977,476,217",12288
18,1986,Australia,M,"181,977,476,217",12288
1,1986,Australia,F,"181,977,476,217",12288
111,1987,Australia,M,"189,041,159,344",12564
374,1987,Australia,M,"189,041,159,344",12564
554,1987,Australia,M,"189,041,159,344",12564
328,1987,Australia,M,"189,041,159,344",12564
354,1987,Australia,M,"189,041,159,344",12564
38,1987,Australia,F,"189,041,159,344",12564
110,1987,Australia,F,"189,041,159,344",12564
145,1987,Australia,F,"189,041,159,344",12564
73,1987,Australia,F,"189,041,159,344",12564
70,1987,Australia,F,"189,041,159,344",12564
6,1987,Australia,M,"189,041,159,344",12564
1,1987,Australia,F,"189,041,159,344",12564
93,1988,Australia,M,"235,699,941,793",15393
398,1988,Australia,M,"235,699,941,793",15393
366,1988,Australia,M,"235,699,941,793",15393
317,1988,Australia,M,"235,699,941,793",15393
532,1988,Australia,M,"235,699,941,793",15393
40,1988,Australia,F,"235,699,941,793",15393
106,1988,Australia,F,"235,699,941,793",15393
157,1988,Australia,F,"235,699,941,793",15393
103,1988,Australia,F,"235,699,941,793",15393
53,1988,Australia,F,"235,699,941,793",15393
6,1988,Australia,M,"235,699,941,793",15393
1,1988,Australia,F,"235,699,941,793",15393
91,1989,Australia,M,"299,317,645,143",19223
406,1989,Australia,M,"299,317,645,143",19223
353,1989,Australia,M,"299,317,645,143",19223
309,1989,Australia,M,"299,317,645,143",19223
475,1989,Australia,M,"299,317,645,143",19223
124,1989,Australia,F,"299,317,645,143",19223
31,1989,Australia,F,"299,317,645,143",19223
87,1989,Australia,F,"299,317,645,143",19223
130,1989,Australia,F,"299,317,645,143",19223
51,1989,Australia,F,"299,317,645,143",19223
8,1989,Australia,M,"299,317,645,143",19223
1,1989,Australia,F,"299,317,645,143",19223
87,1990,Australia,M,"310,838,014,621",19665
418,1990,Australia,M,"310,838,014,621",19665
374,1990,Australia,M,"310,838,014,621",19665
325,1990,Australia,M,"310,838,014,621",19665
549,1990,Australia,M,"310,838,014,621",19665
37,1990,Australia,F,"310,838,014,621",19665
109,1990,Australia,F,"310,838,014,621",19665
98,1990,Australia,F,"310,838,014,621",19665
136,1990,Australia,F,"310,838,014,621",19665
64,1990,Australia,F,"310,838,014,621",19665
5,1990,Australia,M,"310,838,014,621",19665
114,1991,Australia,M,"325,358,292,128",20320
427,1991,Australia,M,"325,358,292,128",20320
631,1991,Australia,M,"325,358,292,128",20320
354,1991,Australia,M,"325,358,292,128",20320
273,1991,Australia,M,"325,358,292,128",20320
39,1991,Australia,F,"325,358,292,128",20320
169,1991,Australia,F,"325,358,292,128",20320
96,1991,Australia,F,"325,358,292,128",20320
91,1991,Australia,F,"325,358,292,128",20320
84,1991,Australia,F,"325,358,292,128",20320
7,1991,Australia,M,"325,358,292,128",20320
3,1991,Australia,F,"325,358,292,128",20320
87,1992,Australia,M,"324,878,105,053",20050
407,1992,Australia,M,"324,878,105,053",20050
384,1992,Australia,M,"324,878,105,053",20050
325,1992,Australia,M,"324,878,105,053",20050
579,1992,Australia,M,"324,878,105,053",20050
45,1992,Australia,F,"324,878,105,053",20050
102,1992,Australia,F,"324,878,105,053",20050
96,1992,Australia,F,"324,878,105,053",20050
144,1992,Australia,F,"324,878,105,053",20050
76,1992,Australia,F,"324,878,105,053",20050
4,1992,Australia,M,"324,878,105,053",20050
2,1992,Australia,F,"324,878,105,053",20050
95,1993,Australia,M,"311,528,948,848",19030
392,1993,Australia,M,"311,528,948,848",19030
332,1993,Australia,M,"311,528,948,848",19030
293,1993,Australia,M,"311,528,948,848",19030
523,1993,Australia,M,"311,528,948,848",19030
161,1993,Australia,F,"311,528,948,848",19030
34,1993,Australia,F,"311,528,948,848",19030
76,1993,Australia,F,"311,528,948,848",19030
75,1993,Australia,F,"311,528,948,848",19030
50,1993,Australia,F,"311,528,948,848",19030
5,1993,Australia,M,"311,528,948,848",19030
2,1993,Australia,F,"311,528,948,848",19030
100,1994,Australia,M,"322,201,314,424",19469
426,1994,Australia,M,"322,201,314,424",19469
377,1994,Australia,M,"322,201,314,424",19469
648,1994,Australia,M,"322,201,314,424",19469
311,1994,Australia,M,"322,201,314,424",19469
162,1994,Australia,F,"322,201,314,424",19469
33,1994,Australia,F,"322,201,314,424",19469
88,1994,Australia,F,"322,201,314,424",19469
79,1994,Australia,F,"322,201,314,424",19469
55,1994,Australia,F,"322,201,314,424",19469
3,1994,Australia,M,"322,201,314,424",19469
1,1994,Australia,F,"322,201,314,424",19469
440,1995,Australia,M,"367,216,364,716",21902
88,1995,Australia,M,"367,216,364,716",21902
587,1995,Australia,M,"367,216,364,716",21902
318,1995,Australia,M,"367,216,364,716",21902
274,1995,Australia,M,"367,216,364,716",21902
180,1995,Australia,F,"367,216,364,716",21902
91,1995,Australia,F,"367,216,364,716",21902
81,1995,Australia,F,"367,216,364,716",21902
79,1995,Australia,F,"367,216,364,716",21902
28,1995,Australia,F,"367,216,364,716",21902
4,1995,Australia,M,"367,216,364,716",21902
122,1996,Australia,M,"400,302,731,411",23526
471,1996,Australia,M,"400,302,731,411",23526
366,1996,Australia,M,"400,302,731,411",23526
669,1996,Australia,M,"400,302,731,411",23526
330,1996,Australia,M,"400,302,731,411",23526
182,1996,Australia,F,"400,302,731,411",23526
98,1996,Australia,F,"400,302,731,411",23526
86,1996,Australia,F,"400,302,731,411",23526
28,1996,Australia,F,"400,302,731,411",23526
59,1996,Australia,F,"400,302,731,411",23526
8,1996,Australia,M,"400,302,731,411",23526
7,1996,Australia,F,"400,302,731,411",23526
529,1997,Australia,M,"434,568,007,513",25234
123,1997,Australia,M,"434,568,007,513",25234
408,1997,Australia,M,"434,568,007,513",25234
717,1997,Australia,M,"434,568,007,513",25234
305,1997,Australia,M,"434,568,007,513",25234
219,1997,Australia,F,"434,568,007,513",25234
109,1997,Australia,F,"434,568,007,513",25234
40,1997,Australia,F,"434,568,007,513",25234
86,1997,Australia,F,"434,568,007,513",25234
96,1997,Australia,F,"434,568,007,513",25234
7,1997,Australia,F,"434,568,007,513",25234
7,1997,Australia,M,"434,568,007,513",25234
579,1998,Australia,M,"398,899,138,574",22897
773,1998,Australia,M,"398,899,138,574",22897
353,1998,Australia,M,"398,899,138,574",22897
96,1998,Australia,M,"398,899,138,574",22897
301,1998,Australia,M,"398,899,138,574",22897
109,1998,Australia,F,"398,899,138,574",22897
202,1998,Australia,F,"398,899,138,574",22897
40,1998,Australia,F,"398,899,138,574",22897
81,1998,Australia,F,"398,899,138,574",22897
90,1998,Australia,F,"398,899,138,574",22897
6,1998,Australia,M,"398,899,138,574",22897
2,1998,Australia,F,"398,899,138,574",22897
511,1999,Australia,M,"388,395,162,301",22016
119,1999,Australia,M,"388,395,162,301",22016
741,1999,Australia,M,"388,395,162,301",22016
303,1999,Australia,M,"388,395,162,301",22016
315,1999,Australia,M,"388,395,162,301",22016
117,1999,Australia,F,"388,395,162,301",22016
201,1999,Australia,F,"388,395,162,301",22016
70,1999,Australia,F,"388,395,162,301",22016
74,1999,Australia,F,"388,395,162,301",22016
21,1999,Australia,F,"388,395,162,301",22016
10,1999,Australia,M,"388,395,162,301",22016
6,1999,Australia,F,"388,395,162,301",22016
466,2000,Australia,M,"415,034,227,218",23219
115,2000,Australia,M,"415,034,227,218",23219
745,2000,Australia,M,"415,034,227,218",23219
271,2000,Australia,M,"415,034,227,218",23219
281,2000,Australia,M,"415,034,227,218",23219
106,2000,Australia,F,"415,034,227,218",23219
200,2000,Australia,F,"415,034,227,218",23219
78,2000,Australia,F,"415,034,227,218",23219
87,2000,Australia,F,"415,034,227,218",23219
33,2000,Australia,F,"415,034,227,218",23219
8,2000,Australia,M,"415,034,227,218",23219
1,2000,Australia,F,"415,034,227,218",23219
489,2001,Australia,M,"378,215,090,694",20860
752,2001,Australia,M,"378,215,090,694",20860
115,2001,Australia,M,"378,215,090,694",20860
280,2001,Australia,M,"378,215,090,694",20860
296,2001,Australia,M,"378,215,090,694",20860
226,2001,Australia,F,"378,215,090,694",20860
109,2001,Australia,F,"378,215,090,694",20860
39,2001,Australia,F,"378,215,090,694",20860
81,2001,Australia,F,"378,215,090,694",20860
